funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
3,5,119,9.018267360211029,429678,2.899160656046783,1846599.8326589142,tier2_vc,SaaS,first_time,Acquisition
0,6,256,62.7274224138853,192255,5.808260253355304,863975.1111155564,tier2_vc,Ecommerce,ex_bigtech,Failure
2,24,248,33.380543925462916,211059,19.46020112586556,605465.2872300372,tier2_vc,AI,ex_bigtech,Failure
2,14,95,8.637561347322938,66765,6.340034803267646,147347.6960201382,tier2_vc,Climate,first_time,Failure
0,16,53,33.18271030133251,250505,45.66192582349457,261779.95515163324,angel,Climate,first_time,Acquisition
2,19,23,22.942469529705736,354669,33.4343352873268,179023.08059555976,none,Climate,serial_founder,Failure
1,21,261,6.223810239322175,540348,10.05324297290112,2310020.7422865476,tier2_vc,Fintech,academic,Acquisition
0,12,10,20.278165828833252,220848,16.53079574139782,302921.4347328631,tier1_vc,AI,ex_bigtech,Failure
2,13,250,62.30868992948469,386527,2.8699204450617843,1245883.0855745953,angel,Ecommerce,first_time,Acquisition
2,20,138,22.13770651119861,560270,6.46084165198528,2226265.557683226,none,Health,first_time,IPO
2,17,54,22.118830024251,455766,8.57035153674877,1370819.9507705348,tier2_vc,Health,ex_bigtech,Acquisition
1,5,221,8.777623232589928,151067,6.85817253251916,262240.7634282393,tier2_vc,SaaS,first_time,Failure
1,4,129,4.5394454225077965,259491,31.18779826993059,963507.0891247181,tier2_vc,Climate,first_time,Failure
1,7,282,6.102783727726759,217461,6.629456855739896,495249.45151921286,angel,Crypto,first_time,Failure
2,5,152,30.690737681166333,240896,13.121293477107006,261572.8219568143,tier2_vc,Health,serial_founder,Failure
3,13,213,27.03856770146411,364891,6.803773190678094,651903.2561632957,tier2_vc,Health,academic,Acquisition
5,22,285,28.574906044402514,377708,37.64379233188646,1436473.0067608715,tier2_vc,Ecommerce,first_time,Acquisition
4,19,51,65.57000362244274,301613,7.076025418626196,732770.2579607605,angel,AI,first_time,IPO
1,18,171,26.76733466263176,676317,26.916305335744756,945322.6754599336,angel,SaaS,first_time,Acquisition
2,4,37,11.05873748813694,326949,5.93063137818417,555099.121693267,angel,Ecommerce,first_time,Failure
1,7,92,20.325884907455222,158209,34.36977030395977,470823.2410871061,angel,Health,academic,Acquisition
1,10,103,13.673562282864753,64515,8.447379140136412,314128.1383218757,tier1_vc,SaaS,ex_bigtech,Failure
2,21,150,12.165193128824928,205934,8.207451835895423,393530.6432470581,tier2_vc,Health,academic,Failure
5,15,69,46.53475441429531,236922,13.05737637205498,581547.627760502,tier2_vc,Fintech,first_time,Failure
7,3,213,22.50517538723504,112764,11.252283005539248,326346.240023978,none,Health,ex_bigtech,Failure
2,13,42,10.353934294180759,232144,12.60081171899244,801575.4276258643,angel,SaaS,academic,Failure
3,20,59,110.26988139741074,247296,143.56119301577166,141463.20855857554,tier2_vc,Crypto,first_time,Failure
1,1,132,42.26878374787381,123248,7.382010893526697,365324.322309149,tier2_vc,Fintech,serial_founder,Failure
2,15,258,85.8472719894936,129021,89.53639181325067,539375.7808543554,tier2_vc,Ecommerce,ex_bigtech,Acquisition
3,3,135,17.961710263048225,224609,3.102064089097049,507206.9561899839,none,Crypto,academic,Failure
2,13,288,9.584697765171384,83667,5.6829942455443145,124354.10959609546,angel,Fintech,ex_bigtech,Failure
0,18,54,5.0479832928348145,320940,11.337690533413753,638739.7430048059,tier1_vc,Ecommerce,first_time,Failure
1,7,33,12.344228573772211,426089,18.021022642620288,282834.75784100074,tier2_vc,Health,first_time,Failure
2,19,32,65.24291410131917,156390,5.032100822231368,704346.4461657167,tier2_vc,Health,academic,Failure
4,23,203,68.03391286214445,107746,12.334355833637835,185601.1055739665,none,Health,first_time,Failure
2,24,106,12.851040723530835,283904,6.404716040269393,216426.2074549842,tier2_vc,Health,academic,Failure
3,8,195,12.308692998249436,36299,37.28346157049545,99429.0799717054,tier2_vc,Ecommerce,first_time,Failure
2,3,226,7.286214936418813,485478,25.329615986148443,1559163.2897922192,tier2_vc,Climate,first_time,Acquisition
1,8,222,72.00973491874082,354044,7.897138205341648,1212650.4178975867,tier2_vc,AI,ex_bigtech,Failure
1,18,273,9.006181800024162,431903,11.605869740843293,1630807.074407684,tier2_vc,SaaS,first_time,Acquisition
1,3,18,6.800964687013219,216246,40.0592330927587,882312.7658123779,angel,Ecommerce,first_time,Failure
1,8,184,22.265592675278512,336629,50.93948407243535,446829.7380209847,tier2_vc,Health,first_time,Failure
0,14,7,3.966571423561897,244354,45.98678083424545,213541.05556181405,tier2_vc,Crypto,ex_bigtech,Failure
2,7,19,13.488878181087003,204575,9.141500025401442,532510.504586975,angel,SaaS,ex_bigtech,Acquisition
4,2,299,13.290533578063974,104256,6.440488347493309,478421.5927869494,none,SaaS,first_time,Failure
0,12,270,8.157089545228859,696112,5.440789362869295,367653.9503581152,tier1_vc,Climate,first_time,Failure
1,18,154,97.81607668576505,160828,24.504101973602463,318055.654050393,tier2_vc,Health,ex_bigtech,Failure
2,2,241,19.57344016662399,516720,7.706084762576518,1836472.7106794545,angel,Ecommerce,first_time,Failure
3,4,240,32.372109438958994,317561,5.3773249080765115,197626.16869678296,angel,AI,serial_founder,Failure
0,7,211,73.74478198100394,535985,10.863872270757492,2414796.6862422707,tier2_vc,SaaS,first_time,Acquisition
1,12,181,27.239052970147853,428223,38.80609019417053,889128.3341371636,tier2_vc,Ecommerce,academic,Failure
1,20,26,4.875079675562527,107834,18.458217449337802,80058.52202959578,tier2_vc,SaaS,first_time,Failure
1,1,142,28.08110311705323,46321,34.07265642009051,113716.01052561717,tier2_vc,Health,first_time,Failure
1,3,273,36.63410745978086,318566,44.94451165656475,651862.8681744699,none,Ecommerce,first_time,Failure
2,5,43,37.70590395457903,464181,3.497740960948963,2147252.9415469347,tier2_vc,Health,first_time,Acquisition
3,14,263,34.810122997786436,90579,30.4264891583238,203817.46968833756,tier2_vc,Climate,first_time,Failure
1,16,35,28.793335824034653,73530,13.050030195485522,221376.94887504817,angel,Climate,first_time,Failure
3,14,208,19.518231647629705,569091,7.042680924726768,2624485.3419538797,tier2_vc,AI,academic,IPO
2,15,82,14.994269523128223,107941,37.48594491010939,124013.83267255408,tier1_vc,Health,academic,Failure
2,20,57,59.24213759016537,617672,13.12021127025744,825274.7021928132,tier1_vc,AI,serial_founder,Acquisition
2,12,132,13.607920413045486,179620,2.5732398950584177,514523.49713179836,none,Health,academic,Failure
2,7,27,266.28744269417365,260285,8.624934092410603,792148.9460048546,none,Fintech,first_time,Failure
3,18,247,6.057014450173594,242579,8.417053834785364,1180905.1402829639,none,Crypto,first_time,Acquisition
2,6,76,78.90860005594237,265389,15.164015756177651,1087380.4683719638,tier2_vc,Ecommerce,academic,Failure
1,1,244,10.67747265832644,273917,7.801214974896757,1198881.095459712,tier1_vc,SaaS,academic,Failure
3,21,13,50.29432582859657,223308,9.711932219172,509552.8447137742,tier2_vc,Crypto,first_time,Failure
1,10,26,7.457451224695843,302639,18.858196992430816,774981.8974596082,none,Ecommerce,academic,Acquisition
2,22,73,115.19584021742011,239650,9.31331703772621,623272.0104522394,angel,Health,ex_bigtech,Failure
3,12,7,23.05357263875192,33057,5.13665848509435,105813.7441293499,tier2_vc,SaaS,first_time,Failure
2,4,67,22.143917205264994,144302,10.855307549729346,164476.3315288288,angel,Health,first_time,Failure
3,16,98,8.064091290755563,510818,6.993373151434374,1243870.40018603,tier2_vc,Fintech,ex_bigtech,Acquisition
2,12,251,31.294905865589573,434172,15.24179581168637,1735585.5269144757,none,Ecommerce,ex_bigtech,Acquisition
3,11,79,4.213151629009202,65905,10.00204453031305,135484.20015780407,angel,Fintech,ex_bigtech,Failure
2,3,264,29.688683809663843,218979,2.242496767104734,976813.3118836014,tier2_vc,Fintech,first_time,Failure
4,8,289,223.63296825992043,86736,4.657820879403591,305573.0089216403,tier2_vc,AI,academic,Failure
0,23,181,45.05951161987149,333467,19.385500450592236,655755.3785669934,none,Ecommerce,first_time,Failure
4,24,220,18.020582562796257,605181,16.069600626198362,2593060.8647703347,angel,Ecommerce,first_time,IPO
3,1,162,162.02532445906013,522358,4.2415910711262,698879.2167486446,tier2_vc,Ecommerce,first_time,Acquisition
1,15,29,23.958158975907512,179063,10.365400388027044,729693.8926027641,tier1_vc,Crypto,academic,Failure
1,13,58,3.2852493771230615,271994,12.305218186043925,988929.1102235476,none,Climate,first_time,Acquisition
3,5,237,18.362119546738768,225112,5.398803907825303,251761.0250232675,tier2_vc,AI,ex_bigtech,Failure
2,10,221,14.866831591724559,261378,13.25340482266472,444387.58951951266,none,SaaS,academic,Acquisition
1,12,27,8.856225671881996,423040,48.10007719401533,957408.5609210533,angel,SaaS,serial_founder,Acquisition
2,18,235,34.11694525133374,392395,5.1952881970443725,570468.7235240181,tier1_vc,SaaS,serial_founder,Acquisition
1,10,259,25.043863552491135,439118,11.996095847481097,1908885.9129366202,tier1_vc,SaaS,first_time,Acquisition
1,12,206,8.552808771226752,182734,16.835277419225793,428248.0817271147,tier2_vc,Climate,ex_bigtech,Failure
1,1,30,1.6412163459509366,72147,4.410623589057095,205661.34650221904,none,Climate,serial_founder,Failure
2,10,134,15.294361808519314,251697,22.151222538997352,1212815.0545402975,tier1_vc,Crypto,first_time,Acquisition
4,2,91,6.136158635887369,166299,5.969079929567168,808229.2517370747,angel,AI,ex_bigtech,Failure
0,2,191,25.059696391297027,444732,16.587345248870797,988580.012105223,tier2_vc,Ecommerce,academic,Failure
1,15,6,39.74288586130911,336137,38.43171598497302,1398529.2352873224,none,Ecommerce,academic,Failure
4,9,201,11.139008500512988,341431,7.883149215344276,762433.2923226573,none,Climate,ex_bigtech,Failure
1,14,116,9.52951413746211,267986,26.195691972690064,981817.7405710968,angel,Fintech,ex_bigtech,Failure
3,10,220,4.193744150009024,46333,14.651324133862548,115293.67032568883,none,Climate,ex_bigtech,Failure
2,16,263,16.645697001315718,142123,14.083793712064677,404905.1407442905,tier2_vc,Fintech,ex_bigtech,Acquisition
0,5,74,12.827889777110464,141036,4.226562993531698,283072.6865263978,tier1_vc,Climate,first_time,Failure
0,6,216,7.412470452762656,98796,9.41271910566991,140794.7470414288,angel,Climate,academic,Failure
0,11,265,4.143462884894614,494477,25.378325065615517,1666339.3135109234,none,AI,first_time,Acquisition
0,22,106,9.04340031263405,65374,10.252613052940083,72422.69186232993,angel,Crypto,academic,Failure
2,17,273,9.82427869162064,473551,7.126796938726483,366773.2538471579,tier2_vc,AI,first_time,Acquisition
0,4,118,74.85007418688528,200458,3.7981770977384364,730742.0798404735,none,Ecommerce,ex_bigtech,Failure
0,6,109,16.52050769994617,727862,6.019415519725279,602955.015657252,none,Health,first_time,Acquisition
0,13,252,61.67161257284173,169206,30.692894605334445,388727.37691451714,tier2_vc,Health,academic,Failure
1,2,292,135.35320873738016,131545,24.82855832942697,171282.25690204895,tier2_vc,SaaS,first_time,Failure
4,12,267,37.38071245332512,273138,15.77207747908382,444238.714240919,none,Ecommerce,ex_bigtech,Acquisition
1,1,239,5.429114634377817,204115,14.449918555721792,471815.0066761093,tier2_vc,AI,first_time,Failure
2,12,56,32.00357602237035,348975,7.91802989323098,202776.82329920487,none,Climate,serial_founder,Failure
1,4,184,41.296655963420235,194654,9.081999310456847,218289.13277622222,none,AI,academic,Acquisition
0,24,266,11.262162017258696,732995,7.592222078685972,2298220.4182759556,angel,Ecommerce,first_time,IPO
2,22,20,57.53333921084611,195163,9.557101680112156,277246.1261890202,tier2_vc,Climate,first_time,Failure
1,9,52,30.341079059202034,466288,35.95657390293318,1698331.407790792,tier2_vc,Fintech,ex_bigtech,Acquisition
1,17,230,8.062084450216089,175858,4.376655757383532,718338.1512753773,none,Climate,first_time,Failure
0,23,102,53.58134294810669,264793,10.169969862265434,1066042.0974562557,none,SaaS,academic,Failure
2,14,12,14.13421966253515,650947,29.103207741872318,2492230.424818373,none,AI,serial_founder,IPO
3,15,47,41.89354601485179,389392,5.914914536578062,1937593.5147815654,none,Crypto,ex_bigtech,Acquisition
2,0,129,35.56908609371432,651154,13.562365218384393,1845738.4036858447,none,Climate,first_time,Acquisition
1,5,136,9.833388811002827,502369,19.517111684316156,1789877.9394743687,none,AI,first_time,Acquisition
2,22,299,8.973948102615706,275073,4.147983182328476,563629.0172783519,none,AI,academic,Failure
2,17,208,37.867244398930225,547779,13.114329221072023,464266.9538926214,tier1_vc,Fintech,first_time,Acquisition
1,9,79,57.70427694884354,438294,2.2299608654386107,1728040.9861051757,tier2_vc,Crypto,first_time,Acquisition
1,8,208,11.44356440186904,391903,12.660268897739275,235054.08302406597,angel,Crypto,first_time,Failure
4,22,65,25.725651003215948,649609,4.626391194861765,2564828.9682042534,angel,Health,academic,IPO
4,17,242,5.356384073529871,118059,23.14373913768058,389676.54663197044,none,AI,ex_bigtech,Acquisition
0,7,56,38.21760261362978,377255,13.199973852999998,884192.2617392364,none,Health,ex_bigtech,Failure
2,22,142,11.198901776591534,363072,9.097731575235331,962763.1151629688,angel,AI,academic,Acquisition
1,20,285,8.293635645594456,141437,4.46454398037473,495429.1097046678,angel,Ecommerce,ex_bigtech,Failure
2,8,257,32.44155365794028,351206,50.446930638442545,844024.695631384,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,3,72,36.39462198711665,216139,4.169803913745417,175893.2889573252,tier1_vc,Crypto,ex_bigtech,Failure
2,14,228,7.472911041540269,201547,21.335429548352217,178557.24671383883,none,Climate,ex_bigtech,Failure
3,4,148,99.48269449255335,221348,17.691928743825926,1066758.3728765952,tier1_vc,Ecommerce,serial_founder,Failure
2,17,111,16.83611935803296,449418,4.004321779648303,1916157.0368091266,angel,AI,academic,Acquisition
2,3,144,9.878263036579606,183335,10.456520664242282,555827.1932318279,angel,AI,serial_founder,Failure
2,2,121,100.38537064532292,21253,13.977456098333732,17013.404197006497,none,SaaS,first_time,Failure
4,15,122,5.995793249458517,124558,16.463952089482472,81188.94514015765,none,Climate,serial_founder,Acquisition
3,2,11,19.275572115788293,411976,10.03799279117612,1866565.4053331742,none,Health,ex_bigtech,Acquisition
2,1,293,22.037857835339874,168563,11.315769674790664,330817.58301941375,tier2_vc,Climate,first_time,Acquisition
3,4,218,7.790550003397445,338806,52.70672867351122,1658433.396715122,none,Fintech,ex_bigtech,Acquisition
2,3,34,12.043722254738368,62646,22.851796451640638,273474.7071917262,tier1_vc,Crypto,first_time,Failure
3,5,172,2.9054093429260175,52267,17.736445197062046,119557.0279747666,tier2_vc,SaaS,ex_bigtech,Failure
3,16,138,19.01874198504253,258264,29.27233549179917,848878.3801522208,angel,Climate,serial_founder,Acquisition
0,0,15,6.521294693279622,393449,46.67677005879158,782547.6377111623,angel,Fintech,first_time,Failure
4,9,33,25.30451307011863,79110,13.335797781646956,325042.38050803356,tier2_vc,Climate,serial_founder,Failure
1,7,219,41.96808483343731,291808,5.023047357600297,1419153.218826762,tier2_vc,AI,academic,Acquisition
4,3,94,32.93847387594388,48043,6.015850324031951,111045.65297424367,tier2_vc,Fintech,first_time,Acquisition
0,22,227,11.34859494094097,654072,13.377108243327854,1937295.1754682309,tier2_vc,AI,serial_founder,Acquisition
1,7,155,11.233925550384336,175279,2.8391405527168323,261066.34213874818,tier2_vc,Health,first_time,Failure
1,8,287,61.49183134820391,129960,12.108545944941097,206837.09875599723,tier2_vc,Crypto,serial_founder,Failure
2,14,212,4.344567121839467,745999,4.05309744772657,1606701.6431082338,tier2_vc,Crypto,ex_bigtech,Acquisition
1,24,296,19.49554654949143,90549,22.751466527125068,334671.98828460276,tier2_vc,Fintech,serial_founder,Acquisition
4,1,211,61.16820896785956,167954,7.4025390764622845,392037.71221024555,none,AI,serial_founder,Failure
0,3,238,36.369628453733384,173319,29.103926411796134,116681.0910829734,none,AI,first_time,Failure
0,10,78,50.57527380996349,343249,25.408493317179875,880803.3857288671,tier2_vc,Climate,first_time,Failure
2,22,187,13.465541390891078,209783,4.246635547504371,972499.5736704242,tier1_vc,Climate,serial_founder,Acquisition
1,4,140,20.621390054572228,150450,9.266498876993698,82599.10793893735,tier1_vc,Health,ex_bigtech,Failure
1,7,279,4.106916134534246,170276,17.302913163366895,303289.73163343896,angel,Ecommerce,first_time,Failure
2,18,185,26.344040402834253,109776,8.271190676104414,242750.11968488278,tier1_vc,Ecommerce,first_time,Failure
1,2,159,13.428547288785802,48995,19.032040710533693,154375.80814001823,angel,Crypto,serial_founder,Failure
1,2,72,302.63668458195843,465724,7.037980953011437,498231.66444334405,none,Climate,academic,Failure
3,19,104,51.70779833439929,168764,67.38012458074107,619789.4048652946,none,Ecommerce,first_time,Failure
0,22,34,30.395100117130117,205793,13.074178921093239,672575.6964704322,angel,AI,first_time,Failure
2,22,272,8.491399241513149,305344,21.143530339052354,675010.876958631,angel,Ecommerce,academic,Acquisition
1,16,251,44.14269734239112,86331,22.648379203028146,381491.12465411803,none,Ecommerce,serial_founder,Failure
0,20,29,10.853244691209738,185865,6.416729812508001,602771.7814743636,tier1_vc,Ecommerce,ex_bigtech,Failure
0,18,288,7.736848505156842,244223,7.602183764951798,1142692.7374919727,tier2_vc,Climate,first_time,Acquisition
1,16,136,47.73859538540717,26274,4.858248778639492,36314.85557827802,none,SaaS,ex_bigtech,Failure
2,4,118,14.814365436080182,149007,11.256999731690163,723982.1421453515,none,Ecommerce,first_time,Failure
3,1,117,21.490889976303293,91006,16.270262966776652,182508.18905585975,angel,Crypto,serial_founder,Failure
3,22,52,10.241389785241482,107998,8.029955944084573,126241.88182987877,tier2_vc,AI,first_time,Failure
2,1,290,13.23533181172231,279295,23.54458902519506,1049009.1145060207,tier2_vc,Climate,academic,Acquisition
3,20,276,3.2719435346395236,268726,23.240596471497096,1073284.6948106939,none,Health,academic,Acquisition
1,1,216,5.145024133649088,352183,19.663931410201123,1725578.5011356175,tier1_vc,Fintech,academic,Failure
3,6,211,13.264730465499978,285219,15.046824086994974,969159.5115669592,angel,Health,first_time,Acquisition
4,20,243,15.649697349929038,171576,13.606263282572355,279528.3488630233,tier2_vc,Fintech,first_time,Failure
0,1,188,55.63482537218718,643112,2.5594020423263766,3153487.410441425,angel,Fintech,serial_founder,Acquisition
1,11,54,14.03114048044133,86828,17.030777665922045,184062.12629337594,angel,Fintech,ex_bigtech,Failure
2,17,266,77.32792759704964,333244,25.151972682562345,1537973.9552794609,none,Crypto,first_time,Acquisition
1,9,224,17.229306993235213,593146,16.159779567296273,2767692.7836501524,angel,Fintech,ex_bigtech,IPO
1,18,126,15.48813790893551,139243,15.94757934298543,380765.78389544727,none,Climate,first_time,Failure
0,5,144,22.72983181124831,115787,12.798341519924717,150748.02360047735,none,Ecommerce,ex_bigtech,Failure
1,23,236,22.826189024805668,49810,5.500209036218665,130637.51371710682,none,Fintech,ex_bigtech,Failure
3,19,180,81.74105493830703,871300,29.942475386660995,1774270.3963797176,tier1_vc,Fintech,first_time,Acquisition
2,20,251,1.7449609299099245,372997,8.340954045451207,1079097.8832414304,angel,Health,ex_bigtech,Acquisition
4,10,221,6.3991905420346304,513630,14.255274269776232,2458968.1412988096,tier2_vc,AI,serial_founder,IPO
2,8,209,7.131205853769973,270734,10.939627294936649,1228392.3964119107,none,Fintech,first_time,Acquisition
1,1,81,25.992544107882804,114502,27.509975634000085,214766.1790264098,tier2_vc,Crypto,ex_bigtech,Failure
0,21,144,35.575729981968024,399712,11.487222851946395,520345.1189555053,tier2_vc,Climate,first_time,Acquisition
3,3,63,17.624597205622287,511165,15.412319164150949,1024383.3132423811,tier1_vc,AI,serial_founder,Acquisition
2,7,136,4.03713482756814,343947,58.84737882311953,801948.3589229033,none,Crypto,academic,Failure
3,5,137,15.394406130789152,75726,37.63206527576221,149902.82790380064,tier2_vc,Crypto,first_time,Failure
5,15,230,16.145341299123668,16696,9.601142254492688,79308.40872645236,none,AI,serial_founder,Failure
4,9,51,11.02225343860757,490598,22.974707555418647,1737635.4444601324,angel,Climate,ex_bigtech,Acquisition
2,5,2,5.9729975180986985,832331,34.43095723752998,2173380.8276918624,angel,Crypto,first_time,Acquisition
0,2,7,19.949684509388373,177381,63.053849504074684,345083.6397252626,tier1_vc,Fintech,first_time,Failure
5,4,56,12.730279365891263,410176,15.566819736772393,1309085.329491859,tier2_vc,Fintech,first_time,Failure
3,14,108,24.53008274020479,194786,6.33902199658475,606611.8605140591,none,Health,serial_founder,Acquisition
2,20,192,25.997640452604262,120161,10.779504863885744,510315.3744878863,tier1_vc,SaaS,ex_bigtech,Acquisition
5,1,148,8.117235167213856,291207,13.203562962533924,634668.8214053505,tier1_vc,Health,first_time,Acquisition
1,5,15,52.32187771598362,548197,13.770276230157995,2414874.126585485,angel,Crypto,first_time,Acquisition
1,8,11,103.50939368087282,492275,14.613014889230808,2145368.0623949575,tier2_vc,SaaS,first_time,Acquisition
4,11,27,28.263996575633918,109270,8.144397643457697,207520.44196429715,tier2_vc,Health,first_time,Failure
1,6,184,14.30102734734698,583954,26.032950168464513,1612270.1754958213,angel,SaaS,ex_bigtech,Acquisition
2,6,151,11.776630598263836,204544,5.371854211571442,314050.1064957489,tier2_vc,AI,first_time,Failure
2,3,100,5.2524794305823255,476267,28.888640074494315,2058499.784558626,angel,Climate,ex_bigtech,Acquisition
2,15,152,6.018306511216315,361919,22.852155291082596,902520.3911874447,none,Crypto,first_time,Failure
1,10,165,11.246495175025874,385213,21.65222771619569,812579.1713101416,tier2_vc,Crypto,academic,Failure
2,9,122,60.03149146141822,269671,8.287300428824352,302630.03447110264,angel,Ecommerce,first_time,Failure
4,6,295,193.60628105110945,188341,14.786440581633903,131896.09673971523,tier1_vc,AI,first_time,Failure
2,7,35,3.4308082565026443,520162,5.342980412391371,985928.8331291521,tier2_vc,AI,serial_founder,Failure
5,7,23,12.473111359973348,912607,36.456082138548076,3210929.944129277,none,Crypto,ex_bigtech,IPO
2,10,140,33.273656864884586,284800,3.9987674945850937,518871.8433428684,tier1_vc,Climate,first_time,Failure
4,0,148,3.2737351775811883,243483,46.68032577162766,240709.88255791023,tier2_vc,Fintech,first_time,Failure
3,1,261,12.147800266446993,172568,20.7183214694398,310724.5690014176,none,Climate,first_time,Failure
1,21,235,16.435115399391336,221879,22.02047270614957,525370.4926297369,tier1_vc,SaaS,first_time,Failure
1,11,111,14.740787730926275,213653,23.35155469747312,242660.67754755422,angel,Ecommerce,first_time,Failure
2,7,33,50.19121520203485,211839,14.87353530702385,476106.23249285214,tier1_vc,Ecommerce,academic,Acquisition
2,18,127,132.34537714936184,586731,6.042478990660585,2792133.28448339,angel,Climate,academic,Acquisition
1,2,91,27.579169292620538,401555,21.62909569866383,1933310.812491176,angel,Health,first_time,Acquisition
3,18,237,14.859496606652122,41438,54.35473487597558,207107.13660415387,tier2_vc,Climate,ex_bigtech,Failure
2,12,199,9.673189273685582,120636,11.93445625673629,476159.17751052766,tier2_vc,Health,academic,Failure
2,5,229,63.82527086751424,350021,17.78881954147492,1394591.6965965356,tier1_vc,Health,first_time,Acquisition
0,16,163,27.23707542769171,189390,24.416916011595795,489605.9980335389,angel,Climate,first_time,Failure
4,7,85,34.674957041077725,635225,9.573582034571103,2494274.0704273246,none,Crypto,first_time,Acquisition
1,1,217,8.784791696293517,213989,2.9399579070690955,516581.59393001173,angel,Crypto,ex_bigtech,Failure
4,16,210,14.284979877440689,439600,11.9395989321535,1658676.3206895113,angel,Fintech,academic,IPO
2,16,175,3.4090980412085345,321291,5.592675317319074,680815.7708665761,angel,Climate,first_time,Acquisition
2,15,46,12.396913504209296,667769,16.22639452211804,2487475.3417823683,tier2_vc,Ecommerce,first_time,Acquisition
5,9,96,71.30567907410142,393069,4.823205825060545,514720.60065752984,none,AI,first_time,Acquisition
1,4,56,13.74588626721478,120454,13.342675833485183,295855.1711736673,tier2_vc,Health,serial_founder,Failure
1,1,37,32.23315204845563,553025,3.7742798538826854,412081.2609399331,none,Climate,academic,Failure
1,4,245,9.854591881649117,56227,23.226027460380127,158666.5637702441,angel,AI,academic,Failure
0,9,155,9.342910789697692,73900,10.09526875020059,186751.59789601562,tier2_vc,Ecommerce,ex_bigtech,Failure
3,7,98,34.67936506940509,554068,49.871804867681995,2659762.0399858835,angel,SaaS,academic,Acquisition
2,8,261,16.93577091631523,58147,12.20837866960174,88823.57467024132,none,Fintech,first_time,Failure
2,7,31,53.09524804613236,640816,7.523250566624024,1285383.8469895474,tier2_vc,Health,first_time,Acquisition
3,22,80,31.556414197073483,263286,13.534564012425022,304319.36795886443,tier2_vc,Fintech,ex_bigtech,Failure
1,17,83,191.61877113084674,318035,9.244277420556902,571340.5999693873,angel,Crypto,first_time,Failure
1,2,170,4.994834121038046,454867,6.826000578321464,613031.2045194578,tier2_vc,SaaS,first_time,Failure
3,22,222,308.6102028693765,127605,19.416147322630806,322009.85659545823,none,Climate,ex_bigtech,Acquisition
0,17,61,96.43432000092416,194215,11.683979824911056,475998.3763064924,none,Crypto,first_time,Failure
3,1,166,33.21360549749593,441124,40.80502110557517,944921.7956358375,tier1_vc,Climate,serial_founder,Acquisition
2,15,283,75.13216203545589,20883,32.809892240943086,90965.38522030017,tier2_vc,AI,first_time,Failure
0,3,201,2.438121209319168,173389,8.676320117790832,206550.0398467471,tier2_vc,Climate,ex_bigtech,Failure
4,5,26,33.186976446670435,256455,12.935533320362252,484476.7970958153,tier1_vc,Fintech,serial_founder,Failure
2,2,114,113.72252151933941,373464,33.78640639449218,889428.9211390801,none,Fintech,first_time,Failure
4,1,211,48.60069256961513,59984,20.063050668867604,273970.5668695183,tier2_vc,Ecommerce,first_time,Failure
1,17,3,73.49291794006427,196232,12.909651485782796,887264.6835400901,angel,Crypto,first_time,Failure
2,22,209,17.634392323328072,122927,7.34652862948487,299958.3259411817,none,Crypto,academic,Failure
2,1,243,53.655402483450324,101569,12.581305284138631,378286.39925563737,tier1_vc,Ecommerce,academic,Failure
6,7,169,52.68739562714064,322113,6.451304351550038,1093632.5448702546,tier2_vc,Fintech,first_time,Acquisition
1,23,38,18.149651009621063,54462,22.86832744994336,165603.8163243643,tier2_vc,AI,serial_founder,Failure
2,1,226,105.13309210027678,166177,35.95971970663583,113423.49686725592,tier1_vc,Fintech,first_time,Failure
0,6,284,11.116195348406487,329416,9.064605837884999,1410679.40019234,tier2_vc,SaaS,first_time,Acquisition
3,2,170,21.253105227450295,43595,32.1122482623153,144607.73718812884,tier2_vc,Climate,first_time,Failure
2,15,61,11.717414301520897,84787,8.136795428714972,385128.6218461212,tier2_vc,Climate,ex_bigtech,Failure
2,20,264,19.016137481205615,716799,11.305654415419504,555643.6890420879,angel,Ecommerce,serial_founder,Acquisition
3,11,85,195.2136673599712,328354,15.874657434371478,1392098.7067330172,tier2_vc,Crypto,academic,Acquisition
2,11,262,16.210120384731045,660166,1.6464462235053263,564003.2772097755,angel,SaaS,ex_bigtech,Acquisition
1,9,50,35.36249354480103,173242,11.377327518674855,310401.5341098452,angel,Health,serial_founder,Failure
1,13,64,30.40347623464127,328356,13.96902993685934,1253382.9025246545,tier1_vc,SaaS,serial_founder,Failure
2,0,169,102.51979859495802,130514,25.310906576001734,324821.8698575955,tier2_vc,Fintech,academic,Failure
1,11,278,8.165844407951495,228378,19.523859504694602,871573.7902958903,tier2_vc,Climate,serial_founder,Failure
2,16,176,21.619065722941574,126139,23.258369052488828,64661.464659910125,none,Fintech,first_time,Failure
2,22,130,7.2394323423020195,501480,18.75041178100609,481177.9051989488,none,Health,first_time,Failure
3,11,284,20.260722784533996,98241,6.529862627535409,335720.19668764295,angel,Ecommerce,first_time,Failure
1,14,141,17.547782276230386,83756,10.682878323496006,97060.34456543862,none,Health,first_time,Failure
3,14,170,14.541783771203605,450557,9.446026934872874,775650.4462048368,none,Crypto,first_time,Failure
